Cantidad;Proveedor;Total;Temporada;Fecha;Color;Talle;Familia N1;Familia N2;Familia N3;Categorias;Art.Contenedor;Artículo;Marca
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);23.999,00;CLASICO;28/02/2023;NEGRO;41;CALZADO;ZAPATILLAS;DEPORTIVAS;6-12 SIN INTERES 6-12 SIN INTERES;641096 - ZAP ENERGY GUMMI ZAPATILLA DEP 2021;ZAP ENERGY GUMMI ZAPATILLA DEP 2021 NEGRO 41;GUMMI
1,00;ZONA 93 S.A.;9.098,99;CLASICO;28/02/2023;AZUL;38;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;640311 - 2WX ZEUS ZAPATILLA DEP 2021;2WX ZEUS ZAPATILLA DEP 2021 AZUL 38;ZEUS
1,00;LESEDIFE S.A.;4.490,00;CLASICO;28/02/2023;NEGRO;UNICO;MARROQUINERIA;BOLSOS Y CARTERAS;MORRAL;;643243 - 62/3630 UNICROSS MORRAL 2022;62/3630 UNICROSS MORRAL 2022 NEGRO UNICO;UNICROSS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.279,00;VERANO MODA;28/02/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643921 - 6472/103/7286 VIZZANO SANDALIA T/A 2022;6472/103/7286 VIZZANO SANDALIA T/A 2022 NEGRO 39;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.829,00;VERANO MODA;28/02/2023;NUDE;40;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643609 - 5454/105/16773 MOLECA SANDALIA 2022;5454/105/16773 MOLECA SANDALIA 2022 NUDE 40;MOLECA
1,00;CIRON S.A. (SAVAGE);5.699,00;VERANO MODA;28/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643900 - LILLE 146 SAVAGE SANDALIA MODA 2022;LILLE 146 SAVAGE SANDALIA MODA 2022 NEGRO 38;SAVAGE
1,00;GLOBAL BRANDS S.A.;6.718,99;VERANO;28/02/2023;NEGRO/VERDE;40;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643991 - 61691 RIDER CHINELA 2022;61691 RIDER CHINELA 2022 NEGRO/VERDE 40;RIDER
1,00;EVAPLAS S.A. (HARENNA);4.239,00;VERANO;28/02/2023;GRIS;41;CALZADO;OJOTAS Y CHINELAS;ZUECOS CROCS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628699 - 242 HARENNA ZUECO CROCS 2020;242 HARENNA ZUECO CROCS 2020 GRIS 41;HARENNA
1,00;GONZALEZ ESTEBAN CARLOS (INTREPIDAS);3.212,22;VERANO MODA;28/02/2023;NEGRO;38;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023|DISCONTINUOS OFERTAS VERANO ;629041 - FULTIC/P INTREPIDA CHINELA 2020;FULTIC/P INTREPIDA CHINELA 2020 NEGRO 38;INTREPIDAS SHOES
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.019,00;VERANO MODA;28/02/2023;ROSA;29;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641278 - 2311/436/8159 MOLEKINHA CHINELA 2021;2311/436/8159 MOLEKINHA CHINELA 2021 ROSA 29;MOLEKINHA
1,00;MARITA AURORA TELLO CAPRISTAN (PANDA);2.899,00;INVIERNO;28/02/2023;NEGRO;35;CALZADO;PANTUFLAS;PANTUFLAS DAMA;LIQUIDACION INVIERNO 2023 ;642812 - 124 PANDA PANTUFLA BORDADA 2022;124 PANDA PANTUFLA BORDADA 2022 NEGRO 35;PANDA
1,00;DONCAL S.R.L;9.303,71;INVIERNO MODA;28/02/2023;SUELA;39;CALZADO;BOTAS Y BORCEGOS;BOTAS;NICO OPORTUNIDAD JULIO |BOTAS OFERTA LOTE 2 |LIQUIDACION INVIERNO 2023 ;640168 - 679 LILA LIZ BOTA CORTA 2021;679 LILA LIZ BOTA CORTA 2021 SUELA 39;LILA LIZ
2,00;JOSE FREIBERG S.A.C.I.;15.980,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.639,00;VERANO MODA;28/02/2023;BEIGE;40;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643423 - 6283/2000/19695 VIZZANO SANDALIA 2022;6283/2000/19695 VIZZANO SANDALIA 2022 BEIGE 40;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.829,00;VERANO MODA;28/02/2023;NUDE;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643608 - 5435/424/13972 MOLECA SANDALIA 2022;5435/424/13972 MOLECA SANDALIA 2022 NUDE 38;MOLECA
1,00;RIMON CASSIS E HIJOS S.A.;3.021,58;VERANO;28/02/2023;MARRON/NEGRO;45;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;641499 - 61615 IPANEMA OJOTA 2021;61615 IPANEMA OJOTA 2021 MARRON/NEGRO 45;IPANEMA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);9.990,00;CLASICO;28/02/2023;NEGRO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-6050001 - 4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019;4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019 NEGRO 38;ACTVITTA
1,00;VICBOR S.R.L.;9.404,10;CLASICO;28/02/2023;ROSA;36;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630158 - 046 WAKE ZAPATILLA DEP 2021;046 WAKE ZAPATILLA DEP 2021 ROSA 36;WAKE
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);22.999,00;CLASICO;28/02/2023;BLANCO/GLITTER;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;641099 - ZAP G720/D GUMMI ZAPATILLA DEP 2021;ZAP G720/D GUMMI ZAPATILLA DEP 2021 BLANCO/GLITTER 38;GUMMI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);22.679,00;CLASICO;28/02/2023;GRIS;36;CALZADO;ZAPATO;STILETTO TACO ALTO;NICO OPORTUNIDAD JUNIO ;642564 - 1830/501/20076 VIZZANO ZAPATO T/A 2022;1830/501/20076 VIZZANO ZAPATO T/A 2022 GRIS 36;VIZZANO
1,00;;2.004,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;FUN TOYS S.R.L.;1.517,00;VERANO;28/02/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;JUEGOS DE AGUA Y PLAYA;PISTOLA DE AGUA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023; - ;8113 BASE-X MOCHILA CON PISTOLA ROBOT 2021 VARIOS UNICO;BASE-X
1,00;ZATEL ADRIAN RAMON (Target);8.579,00;CLASICO;28/02/2023;BLANCO/NEGRO;UNICO;MARROQUINERIA;BOLSOS Y CARTERAS;MORRAL;;643654 - 27009 HEAD MORRAL 2022;27009 HEAD MORRAL 2022 BLANCO/NEGRO UNICO;HEAD
1,00;;448,24;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;934,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;PABLO RODRIGO CALFAYAN( PIA VITTELLI);11.027,00;VERANO MODA;28/02/2023;BEIGE;37;CALZADO;SANDALIAS;SANDALIAS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643850 - ISA PIAVITTELLI SANDALIA MODA 2022;ISA PIAVITTELLI SANDALIA MODA 2022 BEIGE 37;PIAVITTELLI
1,00;GLOBAL BRANDS S.A.;7.055,00;VERANO;28/02/2023;AZUL;41;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643991 - 61691 RIDER CHINELA 2022;61691 RIDER CHINELA 2022 AZUL 41;RIDER
1,00;RIMON CASSIS E HIJOS S.A.;3.021,58;VERANO;28/02/2023;NEGRO/VERDE;45;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;641499 - 61615 IPANEMA OJOTA 2021;61615 IPANEMA OJOTA 2021 NEGRO/VERDE 45;IPANEMA
1,00;GLOBAL BRANDS S.A.;6.511,00;VERANO;28/02/2023;GRIS/NEGRO;43;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644345 - 61685 RIDER OJOTA 2022;61685 RIDER OJOTA 2022 GRIS/NEGRO 43;RIDER
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);19.990,00;CLASICO;28/02/2023;GRIS/ROJO;42;CALZADO;ZAPATILLAS;DEPORTIVAS;;628892 - ZAP AIR GUMMI ZAPATILLA 2020;ZAP AIR GUMMI ZAPATILLA 2020 GRIS/ROJO 42;GUMMI
1,00;MIDING S.R.L.;16.208,97;INVIERNO MODA;28/02/2023;GRIS;43;CALZADO;BOTAS Y BORCEGOS;BORCEGOS;LIQUIDACION INVIERNO 2023 ;643258 - KURT KEVINGSTON BORCEGO 2022;KURT KEVINGSTON BORCEGO 2022 GRIS 43;KEVINGSTON
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.888,87;VERANO MODA;28/02/2023;PLATA;36;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643418 - 1395/103/24311 VIZZANO SANDALIA T/A 2022;1395/103/24311 VIZZANO SANDALIA T/A 2022 PLATA 36;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.888,87;VERANO MODA;28/02/2023;PLATA;37;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643418 - 1395/103/24311 VIZZANO SANDALIA T/A 2022;1395/103/24311 VIZZANO SANDALIA T/A 2022 PLATA 37;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.229,00;VERANO MODA;28/02/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643917 - 1395/103/20076 VIZZANO SANDALIA T/A 2022;1395/103/20076 VIZZANO SANDALIA T/A 2022 NEGRO 37;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.661,70;VERANO MODA;28/02/2023;PLATA;38;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;AC-5522207 - 6210/655 VIZZANO SANDALIA 2019;6210/655 VIZZANO SANDALIA 2019 PLATA 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.257,15;VERANO MODA;28/02/2023;VERDE;38;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;643426 - 6464/102/7286 VIZZANO SANDALIA T/M 2022;6464/102/7286 VIZZANO SANDALIA T/M 2022 VERDE 38;VIZZANO
1,00;;714,80;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;JOSE FREIBERG S.A.C.I.;7.990,00;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;FABINCAL CORDOBA S.A;12.143,08;COLEGIAL;28/02/2023;NEGRO;37;CALZADO;ZAPATO;ZAPATO ESCOLAR;;AC-5440242 - 534 ESCARPINO ZAPATO ABROJO 2019;534 ESCARPINO ZAPATO ABROJO 2019 NEGRO 37;ESCARPINO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);7.985,00;VERANO MODA;28/02/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643373 - 7151/102/21177 MODARE SANDALIA 2022;7151/102/21177 MODARE SANDALIA 2022 NEGRO 39;MODARE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.218,99;VERANO MODA;28/02/2023;CREMA;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644015 - 7123/124/24458 MODARE SANDALIA MODA 2022;7123/124/24458 MODARE SANDALIA MODA 2022 CREMA 38;MODARE
1,00;RIMON CASSIS E HIJOS S.A.;2.689,99;VERANO;28/02/2023;ROSA/NARANJA;37;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;644353 - 61618/22 IPANEMA OJOTA 2021;61618/22 IPANEMA OJOTA 2021 ROSA/NARANJA 37;IPANEMA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);9.990,00;CLASICO;28/02/2023;NEGRO;40;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-6050001 - 4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019;4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019 NEGRO 40;ACTVITTA
1,00;COMPRANDOENGRUPO.NET S.A.;17.999,00;CLASICO;28/02/2023;NEGRO/AZUL;L;RODADOS;ROLLERS Y PATINES;PATINES;;642098 - ROPAS003 KUEST PATINES 2021;ROPAS003 KUEST PATINES 2021 NEGRO/AZUL L;KUEST
1,00;SUN SOL S.R.L;5.919,00;VERANO MODA;28/02/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644432 - DO1114/D DOX SANDALIA PLAYERA 2022;DO1114/D DOX SANDALIA PLAYERA 2022 NEGRO 39;DOX
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.888,87;VERANO MODA;28/02/2023;PLATA;37;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643418 - 1395/103/24311 VIZZANO SANDALIA T/A 2022;1395/103/24311 VIZZANO SANDALIA T/A 2022 PLATA 37;VIZZANO
1,00;ZUBIRIA NICOLAS (LITTLE KIDS);5.039,00;VERANO MODA;28/02/2023;NUDE/CHAROL;37;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643979 - LUISA LITTLE WOMAN SANDALIA T/A 2022;LUISA LITTLE WOMAN SANDALIA T/A 2022 NUDE/CHAROL 37;LITTLE WOMAN
1,00;;1.584,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.494,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.444,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;JOSE FREIBERG S.A.C.I.;5.990,00;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO/22 1er A 3er FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;FATYJ S.A.S. (GIVOVA);12.599,00;VERANO;28/02/2023;AZUL/BLANCO;M;INDUMENTARIA;REMERAS, MUSCULOSAS Y CHOMBAS;REMERAS;;642975 - 0107/0402/8 GIVOVA REMERA SALIDA 2022;0107/0402/8 GIVOVA REMERA SALIDA 2022 AZUL/BLANCO M;GIVOVA
1,00;ANSOPAZ S.A.;10.449,00;CLASICO;28/02/2023;AMARILLO/NEGRO;41;CALZADO;BOTINES;BOTINES F5;;643413 - C19 ONITY BOTIN F5 2022;C19 ONITY BOTIN F5 2022 AMARILLO/NEGRO 41;ONITY
1,00;CIRON S.A. (SAVAGE);8.819,00;VERANO MODA;28/02/2023;NEGRO;40;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641887 - GM 300 SAVAGE SANDALIA 2021;GM 300 SAVAGE SANDALIA 2021 NEGRO 40;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.899,00;VERANO MODA;28/02/2023;CREMA;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643368 - 7125/233/23523 MODARE SANDALIA 2022;7125/233/23523 MODARE SANDALIA 2022 CREMA 38;MODARE
-1,00;IMPORTADORA BS AS S.R.L.(GUMMI);-3.518,99;VERANO;28/02/2023;NEGRO/VERDE;43;CALZADO;OJOTAS Y CHINELAS;CHINELA;;641566 - SA HEXA GUMMI CHINELA 2021;SA HEXA GUMMI CHINELA 2021 NEGRO/VERDE 43;GUMMI
2,00;CROMIC SRL;2.393,80;VERANO;28/02/2023;FUCSIA;37;CALZADO;OJOTAS Y CHINELAS;CHATITA CROCS;;AC-1011277 - 2124 CROMIC CHATITA CROCS 2017;2124 CROMIC CHATITA CROCS 2017 FUCSIA 37;CROMIC
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);16.693,99;CLASICO;01/03/2023;BLANCO/PLATA;40;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;642534 - 1385/101/23458 VIZZANO ZAPATILLA URB 2022;1385/101/23458 VIZZANO ZAPATILLA URB 2022 BLANCO/PLATA 40;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);5.879,00;VERANO MODA;01/03/2023;NEGRO;36;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643887 - 7125/200/23107 MODARE CHINELA MODA 2022;7125/200/23107 MODARE CHINELA MODA 2022 NEGRO 36;MODARE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.499,00;VERANO MODA;01/03/2023;NUDE;36;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;629070 - 5454/101/375 MOLECA SANDALIA 2020;5454/101/375 MOLECA SANDALIA 2020 NUDE 36;MOLECA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.929,00;VERANO MODA;01/03/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643369 - 7132/129/18575 MODARE SANDALIA 2022;7132/129/18575 MODARE SANDALIA 2022 NEGRO 39;MODARE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.599,00;VERANO MODA;01/03/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643888 - 7125/228/19907 MODARE SANDALIA MODA 2022;7125/228/19907 MODARE SANDALIA MODA 2022 NEGRO 37;MODARE
1,00;LIVING SHOES S.R.L.(ALL TERRA);6.599,00;CLASICO;01/03/2023;NEGRO/BEIGE;41;CALZADO;ZAPATILLAS;URBANAS;;642852 - SLIDE ALL TERRA ZAPATILLA URB 2022;SLIDE ALL TERRA ZAPATILLA URB 2022 NEGRO/BEIGE 41;ALL TERRA
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;01/03/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.899,00;VERANO MODA;01/03/2023;CREMA;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643368 - 7125/233/23523 MODARE SANDALIA 2022;7125/233/23523 MODARE SANDALIA 2022 CREMA 39;MODARE
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);4.484,01;VERANO MODA;01/03/2023;ROJO;37;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641572 - SA FLORIDA GUMMI CHINELA 2021;SA FLORIDA GUMMI CHINELA 2021 ROJO 37;GUMMI
1,00;GRIMOLDI S.A.;34.869,01;CLASICO;01/03/2023;GRIS OSCURO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;644303 - OYLLER HUSH PUPPIES ZAPATILLA DEP 2022;OYLLER HUSH PUPPIES ZAPATILLA DEP 2022 GRIS OSCURO 38;HUSH PUPPIES
1,00;FRABIDEL GROUP SA (FLECHA - TOPPER);8.189,00;CLASICO;01/03/2023;JEANS;42;CALZADO;ZAPATILLAS;URBANAS;;641327 - 22304 FLECHA ZAPATILLA URB 2021;22304 FLECHA ZAPATILLA URB 2021 JEANS 42;FLECHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);15.224,00;CLASICO;01/03/2023;NEGRO/ROSA;38;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;;641293 - 4809/105/22264 ACTVITTA PANCHA DEP 2021;4809/105/22264 ACTVITTA PANCHA DEP 2021 NEGRO/ROSA 38;ACTVITTA
1,00;;1.465,00;CLASICO;01/03/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.734,99;CLASICO;01/03/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;ARIAN S SRL FCA. CALZADO FINO;10.169,00;COLEGIAL;01/03/2023;NEGRO;36;CALZADO;ZAPATO;ZAPATO ESCOLAR;;AC-1080443 - 2956 ARIAN`S ZAPATO 2018;2956 ARIAN`S ZAPATO 2018 NEGRO 36;ARIAN`S
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);10.529,00;INVIERNO MODA;01/03/2023;CAFE;34;CALZADO;BOTAS Y BORCEGOS;BOTITAS;LIQUIDACION INVIERNO 2023 ;640852 - 2833/104/18110 MOLEKINHO BOTITA 2021;2833/104/18110 MOLEKINHO BOTITA 2021 CAFE 34;MOLEKINHO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.693,07;VERANO MODA;01/03/2023;BLANCO;39;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;641315 - 6292/200/13488 VIZZANO SANDALIA T/A 2021;6292/200/13488 VIZZANO SANDALIA T/A 2021 BLANCO 39;VIZZANO
1,00;CIRON S.A. (SAVAGE);5.461,00;VERANO MODA;01/03/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643900 - LILLE 146 SAVAGE SANDALIA MODA 2022;LILLE 146 SAVAGE SANDALIA MODA 2022 NEGRO 37;SAVAGE
1,00;RIMON CASSIS E HIJOS S.A.;7.884,00;CLASICO;01/03/2023;NEGRO/GRIS;42;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630117 - BX297 NEEC ZAPATILLA DEP. 2021;BX297 NEEC ZAPATILLA DEP. 2021 NEGRO/GRIS 42;NEEC
1,00;LESEDIFE S.A.;5.899,00;CLASICO;01/03/2023;NEGRO;UNICO;MARROQUINERIA;ACCESORIOS DE MARROQUINERIA;BILLETERA;;643229 - B514 WILSON BILLETERA 2022;B514 WILSON BILLETERA 2022 NEGRO UNICO;WILSON
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.693,07;VERANO MODA;01/03/2023;BLANCO;38;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;641315 - 6292/200/13488 VIZZANO SANDALIA T/A 2021;6292/200/13488 VIZZANO SANDALIA T/A 2021 BLANCO 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);9.990,00;CLASICO;01/03/2023;NEGRO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-6050001 - 4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019;4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019 NEGRO 38;ACTVITTA
1,00;INDUMENTARIA PAMPEANA S.A.;13.394,00;CLASICO;01/03/2023;NEGRO;39;CALZADO;ZAPATILLAS;DEPORTIVAS;;630143 - LAMIH/H KIOSHI ZAPATILLA DEP 2021;LAMIH/H KIOSHI ZAPATILLA DEP 2021 NEGRO 39;KIOSHI
1,00;INDUMENTARIA PAMPEANA S.A.;17.859,00;CLASICO;01/03/2023;GRIS;42;CALZADO;TREKKING;ZAPATILLAS TREKKING;;630146 - TOREK/H KIOSHI ZAPATILLA TREKKING 2021;TOREK/H KIOSHI ZAPATILLA TREKKING 2021 GRIS 42;KIOSHI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.089,00;CLASICO;01/03/2023;ROSA;36;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-628192 - 4802/104 ACTVITTA ZAPATILLA 2020;4802/104 ACTVITTA ZAPATILLA 2020 ROSA 36;ACTVITTA
1,00;MIDING S.R.L.;19.529,07;CLASICO;01/03/2023;NEGRO;43;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;640707 - ASHER KEVINGSTON BOTITA URB 2021;ASHER KEVINGSTON BOTITA URB 2021 NEGRO 43;KEVINGSTON
1,00;;1.099,99;CLASICO;01/03/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.274,99;CLASICO;01/03/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;GENERAC TECHNOLOGY MANAGAMENT SA;1.205,99;VERANO;01/03/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;INFLABLES;COLCHONETAS INFLABLES;Tiempo Libre Inflables|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023; - ;4357/44007 BESTWAY COLCHONETA CLASICA 2020 VARIOS UNICO;BESTWAY
