Cantidad;Proveedor;Total;Temporada;Fecha;Color;Talle;Familia N1;Familia N2;Familia N3;Categorias;Art.Contenedor;Artículo;Marca
1,00;INTERNATIONAL BRANDS S.R.L.;6.511,00;VERANO;27/02/2023;BLANCO/NEGRO;43;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644343 - COPACABANA OLYMPIKUS OJOTA 2022;COPACABANA OLYMPIKUS OJOTA 2022 BLANCO/NEGRO 43;OLYMPIKUS
1,00;RIMON CASSIS E HIJOS S.A.;2.690,00;VERANO;27/02/2023;ROSA/NARANJA;37;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;644353 - 61618/22 IPANEMA OJOTA 2021;61618/22 IPANEMA OJOTA 2021 ROSA/NARANJA 37;IPANEMA
1,00;GRIMOLDI S.A.;52.469,67;CLASICO;27/02/2023;SUELA;41;CALZADO;TREKKING;BOTITAS TREKKING;;642897 - IMERI MERREL BOTITA TREK 2022;IMERI MERREL BOTITA TREK 2022 SUELA 41;MERREL
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);19.094,00;CLASICO;27/02/2023;NEGRO;39;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;640506 - 7355/103/20858 MODARE ZAPATILLA DEP 2021;7355/103/20858 MODARE ZAPATILLA DEP 2021 NEGRO 39;MODARE
1,00;VICBOR S.R.L.;12.389,00;CLASICO;27/02/2023;NEGRO/BLANCO;42;CALZADO;ZAPATILLAS;DEPORTIVAS;;641492 - 064 WAKE ZAPATILLA DEP 2021;064 WAKE ZAPATILLA DEP 2021 NEGRO/BLANCO 42;WAKE
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );29.398,99;CLASICO;27/02/2023;NEGRO;43;CALZADO;ZAPATO;ZAPATO HOMBRES;STOCK INMOVILIZADO 2023 ;643998 - HISOKA STORK MAN ZAPATO 2022;HISOKA STORK MAN ZAPATO 2022 NEGRO 43;STORK MAN
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);15.855,57;CLASICO;27/02/2023;NEGRO;36;CALZADO;ZAPATO;STILETTO TACO MEDIO;NICO OPORTUNIDAD JUNIO ;642566 - 4122/1100/9569 BEIRA RIO ZAPATO T/A 2022;4122/1100/9569 BEIRA RIO ZAPATO T/A 2022 NEGRO 36;BEIRA RIO
1,00;DONCAL S.R.L;7.920,81;INVIERNO MODA;27/02/2023;BLANCO;38;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;AC-0432442 - 111 LILA LIZ TEXANA 2019;111 LILA LIZ TEXANA 2019 BLANCO 38;LILA LIZ
1,00;;1.774,99;CLASICO;27/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.774,99;CLASICO;27/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.285,00;CLASICO;27/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.499,01;VERANO MODA;27/02/2023;TEJA;37;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643368 - 7125/233/23523 MODARE SANDALIA 2022;7125/233/23523 MODARE SANDALIA 2022 TEJA 37;MODARE
1,00;DONCAL S.R.L;4.541,00;VERANO MODA;27/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643874 - 368/22 LILA LIZ SANDALIA MODA 2022;368/22 LILA LIZ SANDALIA MODA 2022 NEGRO 38;LILA LIZ
1,00;INTERNATIONAL BRANDS S.R.L.;5.919,01;VERANO;27/02/2023;NEGRO;43;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644343 - COPACABANA OLYMPIKUS OJOTA 2022;COPACABANA OLYMPIKUS OJOTA 2022 NEGRO 43;OLYMPIKUS
1,00;GLOBAL BRANDS S.A.;6.511,00;VERANO;27/02/2023;GRIS/NEGRO;41;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644345 - 61685 RIDER OJOTA 2022;61685 RIDER OJOTA 2022 GRIS/NEGRO 41;RIDER
1,00;VICBOR S.R.L.;8.448,99;CLASICO;27/02/2023;GRIS;31;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;628715 - SUCRE ATOMIK ZAPATILLA DEP. 2020;SUCRE ATOMIK ZAPATILLA DEP. 2020 GRIS 31;ATOMIK
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );9.491,00;PRE-TEMPORADA INVIERNO;27/02/2023;VINO;40;CALZADO;ZAPATO;ZAPATO DAMA;STOCK INMOVILIZADO 2023 |NICO OPORTUNIDAD JUNIO ;628307 - ZURAH MASSIMO CHIESA ZAPATO TEX. 2020;ZURAH MASSIMO CHIESA ZAPATO TEX. 2020 VINO 40;MASSIMO CHIESA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.302,97;CLASICO;27/02/2023;NEGRO;36;CALZADO;ZAPATO;STILETTO TACO ALTO;NICO OPORTUNIDAD JUNIO ;AC-5522495 - 1184/1101 VIZZANO ZAPATO T/A 2020;1184/1101 VIZZANO ZAPATO T/A 2020 NEGRO 36;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.693,07;VERANO MODA;27/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;641315 - 6292/200/13488 VIZZANO SANDALIA T/A 2021;6292/200/13488 VIZZANO SANDALIA T/A 2021 NEGRO 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.661,69;VERANO MODA;27/02/2023;PLATA;35;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;AC-5522207 - 6210/655 VIZZANO SANDALIA 2019;6210/655 VIZZANO SANDALIA 2019 PLATA 35;VIZZANO
1,00;;1.549,99;CLASICO;27/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
2,00;JOSE FREIBERG S.A.C.I.;15.980,01;COLEGIAL;27/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);9.990,00;CLASICO;27/02/2023;NEGRO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-6050001 - 4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019;4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019 NEGRO 38;ACTVITTA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);5.848,99;VERANO MODA;27/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;629070 - 5454/101/375 MOLECA SANDALIA 2020;5454/101/375 MOLECA SANDALIA 2020 NEGRO 38;MOLECA
1,00;DONCAL S.R.L;4.541,00;VERANO MODA;27/02/2023;MULTICOLOR;37;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643874 - 368/22 LILA LIZ SANDALIA MODA 2022;368/22 LILA LIZ SANDALIA MODA 2022 MULTICOLOR 37;LILA LIZ
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);15.037,17;CLASICO;27/02/2023;NEGRO/CHAROL;38;CALZADO;ZAPATO;STILETTO TACO ALTO;STOCK INMOVILIZADO 2023 |NICO OPORTUNIDAD JUNIO ;AC-5520250 - 1184/101 VIZZANO ZAPATO T/A 2018;1184/101 VIZZANO ZAPATO T/A 2018 NEGRO/CHAROL 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);21.389,00;INVIERNO MODA;27/02/2023;NEGRO;38;CALZADO;BOTAS Y BORCEGOS;BUCANERAS;LIQUIDACION INVIERNO 2023 ;642543 - 3049/241/18462 VIZZANO BUCANERA 2022;3049/241/18462 VIZZANO BUCANERA 2022 NEGRO 38;VIZZANO
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;27/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );3.651,17;CLASICO;27/02/2023;NEGRO;95;MARROQUINERIA;ACCESORIOS DE MARROQUINERIA;CINTO;;643218 - 3111 STORKMAN CINTO 2022;3111 STORKMAN CINTO 2022 NEGRO 95;STORK MAN
1,00;ANSOPAZ S.A.;10.449,00;CLASICO;27/02/2023;AMARILLO/NEGRO;43;CALZADO;BOTINES;BOTINES F5;;643413 - C19 ONITY BOTIN F5 2022;C19 ONITY BOTIN F5 2022 AMARILLO/NEGRO 43;ONITY
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);19.999,00;CLASICO;27/02/2023;NUDE;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;641557 - ZAP BUBBLE/D GUMMI ZAPATILLA DEP 2021;ZAP BUBBLE/D GUMMI ZAPATILLA DEP 2021 NUDE 38;GUMMI
1,00;RUNI SRL;10.499,00;VERANO MODA;27/02/2023;OXIDO;43;CALZADO;SANDALIAS;FRANCISCANAS;;644387 - MOSS RUNI FRANCISCANA 2022;MOSS RUNI FRANCISCANA 2022 OXIDO 43;RUNI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.499,00;VERANO MODA;27/02/2023;NEGRO;36;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628853 - 8387/505/16773 BEIRA RIO SANDALIA 2020;8387/505/16773 BEIRA RIO SANDALIA 2020 NEGRO 36;BEIRA RIO
1,00;SITECNO S.A.(MOTOROLA);164.158,00;CLASICO;27/02/2023;NEGRO;UNICO;ELECTRONICA;TELEFONIA;CELULAR;;644025 - MOTO G52 MOTOROLA CELULAR 2022;MOTO G52 MOTOROLA CELULAR 2022 NEGRO UNICO;MOTOROLA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.025,91;VERANO MODA;27/02/2023;JEANS;38;CALZADO;ZUECOS;ZUECOS MODA;;643920 - 6472/100/7286 VIZZANO ZUECO T/A 2022;6472/100/7286 VIZZANO ZUECO T/M 2022 JEANS 38;VIZZANO
1,00;LESEDIFE S.A.;5.499,00;CLASICO;27/02/2023;NEGRO;UNICO;MARROQUINERIA;BOLSOS Y CARTERAS;MORRAL;;643245 - 62/3634 UNICROSS MORRAL 2022;62/3634 UNICROSS MORRAL 2022 NEGRO UNICO;UNICROSS
1,00;;1.465,00;CLASICO;27/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);19.999,00;CLASICO;27/02/2023;NUDE;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;641557 - ZAP BUBBLE/D GUMMI ZAPATILLA DEP 2021;ZAP BUBBLE/D GUMMI ZAPATILLA DEP 2021 NUDE 38;GUMMI
1,00;INDUMENTARIA PAMPEANA S.A.;3.998,00;CLASICO;27/02/2023;NEGRO/GRIS;29;CALZADO;ZAPATILLAS;DEPORTIVAS;;641702 - FLOKI/K KIOSHI ZAPATILLA DEP 2021;FLOKI/K KIOSHI ZAPATILLA DEP 2021 NEGRO/GRIS 29;KIOSHI
1,00;CIRON S.A. (SAVAGE);5.699,00;VERANO MODA;27/02/2023;NEGRO;40;CALZADO;SANDALIAS;SANDALIAS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643900 - LILLE 146 SAVAGE SANDALIA MODA 2022;LILLE 146 SAVAGE SANDALIA MODA 2022 NEGRO 40;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.693,07;VERANO MODA;28/02/2023;ORO/ROSA;39;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;642540 - 6292/200/22968 VIZZANO SANDALIA T/A 2022;6292/200/22968 VIZZANO SANDALIA T/A 2022 ORO/ROSA 39;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.257,15;VERANO MODA;28/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;643426 - 6464/102/7286 VIZZANO SANDALIA T/M 2022;6464/102/7286 VIZZANO SANDALIA T/M 2022 NEGRO 38;VIZZANO
1,00;;1.012,00;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.144,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
2,00;JOSE FREIBERG S.A.C.I.;15.980,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;PRIMER ROUND SRL.;6.198,99;CLASICO;28/02/2023;NEGRO GASTADO;38;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;AC-0836129 - 8074 JAGUAR ZAPATILLA URB 2019;8074 JAGUAR ZAPATILLA URB 2019 NEGRO GASTADO 38;JAGUAR
-1,00;MEILY SA;-10.599,00;CLASICO;28/02/2023;AZUL;32;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;STOCK INMOVILIZADO 2023 ;643619 - POP 507 FOOTY ZAPATILLA LUCES 2022;POP 507 FOOTY ZAPATILLA LUCES 2022 AZUL 32;FOOTY
1,00;;1.774,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;622,08;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.829,00;VERANO MODA;28/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643608 - 5435/424/13972 MOLECA SANDALIA 2022;5435/424/13972 MOLECA SANDALIA 2022 NEGRO 38;MOLECA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.219,00;VERANO MODA;28/02/2023;NEGRO;36;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644015 - 7123/124/24458 MODARE SANDALIA MODA 2022;7123/124/24458 MODARE SANDALIA MODA 2022 NEGRO 36;MODARE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.219,00;VERANO MODA;28/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644015 - 7123/124/24458 MODARE SANDALIA MODA 2022;7123/124/24458 MODARE SANDALIA MODA 2022 NEGRO 38;MODARE
1,00;ANSOPAZ S.A.;9.129,00;CLASICO;28/02/2023;NEGRO/NARANJA;33;CALZADO;BOTINES;BOTINES F5;;643410 - C16I ONITY BOTIN F5 2022;C16I ONITY BOTIN F5 2022 NEGRO/NARANJA 33;ONITY
1,00;ANSOPAZ S.A.;10.233,99;CLASICO;28/02/2023;NEGRO/PLATA;33;CALZADO;BOTINES;BOTINES F5;;643412 - C17I ONITY BOTIN F5 2022;C17I ONITY BOTIN F5 2022 NEGRO/PLATA 33;ONITY
1,00;VICBOR S.R.L.;9.098,99;CLASICO;28/02/2023;GRIS;23;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;628715 - SUCRE ATOMIK ZAPATILLA DEP. 2020;SUCRE ATOMIK ZAPATILLA DEP. 2020 GRIS 23;ATOMIK
1,00;JUAN CARLOS CIRELLI (GIOVANNA);3.221,52;INVIERNO MODA;28/02/2023;BEIGE;35;CALZADO;BOTAS Y BORCEGOS;BOTAS;NICO OPORTUNIDAD JULIO |LIQUIDACION INVIERNO 2023 ;643135 - G/02 GIOVANNA BOTA CORTA LLUVIA 2022;G/02 GIOVANNA BOTA CORTA LLUVIA 2022 BEIGE 35;GIOVANNA
1,00;SONNTAG NAHUEL FACUNDO;14.990,00;INVIERNO MODA;28/02/2023;MARRON;40;CALZADO;BOTAS Y BORCEGOS;PANTUBOTAS;LIQUIDACION INVIERNO 2023 ;643185 - MOTZA ARAQUINA BOTA SKY 2022;MOTZA ARAQUINA BOTA SKY 2022 MARRON 40;ARAQUINA
-1,00;INDUSTRIAS VERSATO S.A.(VERSATO);-15.437,07;VERANO MODA;28/02/2023;BEIGE;38;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643915 - 6262/1002/7286 VIZZANO SANDALIA T/M 2022;6262/1002/7286 VIZZANO SANDALIA T/M 2022 BEIGE 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.899,00;VERANO MODA;28/02/2023;CREMA;36;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643368 - 7125/233/23523 MODARE SANDALIA 2022;7125/233/23523 MODARE SANDALIA 2022 CREMA 36;MODARE
-2,00;JOSE FREIBERG S.A.C.I.;-15.980,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );9.491,00;PRE-TEMPORADA INVIERNO;28/02/2023;VINO;40;CALZADO;ZAPATO;ZAPATO DAMA;STOCK INMOVILIZADO 2023 |NICO OPORTUNIDAD JUNIO ;628307 - ZURAH MASSIMO CHIESA ZAPATO TEX. 2020;ZURAH MASSIMO CHIESA ZAPATO TEX. 2020 VINO 40;MASSIMO CHIESA
1,00;LESEDIFE S.A.;7.199,00;CLASICO;28/02/2023;NEGRO;UNICO;MARROQUINERIA;BOLSOS Y CARTERAS;MORRAL;;644043 - C1734 AMAYRA MORRAL 2022;C1734 AMAYRA MORRAL 2022 NEGRO UNICO;AMAYRA
1,00;;489,57;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.439,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.519,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.819,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);18.197,52;CLASICO;28/02/2023;BLANCO/ROSA;37;CALZADO;ZAPATILLAS;DEPORTIVAS;;641102 - ZAP AIR/D GUMMI ZAPATILLA DEP 2021;ZAP AIR/D GUMMI ZAPATILLA DEP 2021 BLANCO/ROSA 37;GUMMI
1,00;MEILY SA;10.599,00;CLASICO;28/02/2023;AZUL;33;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;STOCK INMOVILIZADO 2023 ;643619 - POP 507 FOOTY ZAPATILLA LUCES 2022;POP 507 FOOTY ZAPATILLA LUCES 2022 AZUL 33;FOOTY
1,00;GRIMOLDI S.A.;23.741,00;CLASICO;28/02/2023;NEGRO;39;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;;640548 - ALOY HUSH PUPPIES PANCHA DEP 2021;ALOY HUSH PUPPIES PANCHA DEP 2021 NEGRO 39;HUSH PUPPIES
1,00;VICBOR S.R.L.;9.999,00;COLEGIAL;28/02/2023;BLANCO/GRIS;30;CALZADO;ZAPATILLAS;ZAPATILLA ESCOLAR;;AC-1271341 - COLUMBIA/C ATOMIK ZAPATILLA 2020;COLUMBIA/C ATOMIK ZAPATILLA 2020 BLANCO/GRIS 30;ATOMIK
1,00;CROMIC SRL;2.587,00;VERANO;28/02/2023;LILA;37;CALZADO;OJOTAS Y CHINELAS;CHINELA;;AC-1011230 - 2210/B CROMIC CHINELA 2018;2210/B CROMIC CHINELA 2018 LILA 37;CROMIC
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;CIRON S.A. (SAVAGE);10.154,67;VERANO MODA;28/02/2023;NEGRO;35;CALZADO;ZUECOS;ZUECOS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641440 - LOLA 707 SAVAGE ZUECO MODA 2021;LOLA 707 SAVAGE ZUECO MODA 2021 NEGRO 35;SAVAGE
1,00;DONCAL S.R.L;7.920,81;INVIERNO MODA;28/02/2023;BLANCO;38;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;AC-0432442 - 111 LILA LIZ TEXANA 2019;111 LILA LIZ TEXANA 2019 BLANCO 38;LILA LIZ
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.689,00;VERANO;28/02/2023;AZUL;36;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628821 - 2400/139 MOLEKINHO SANDALIA PLAYERA 2021;2400/139 MOLEKINHO SANDALIA PLAYERA 2021 AZUL 36;MOLEKINHO
1,00;COMFORT SHOES S.A.;7.559,00;VERANO MODA;28/02/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643478 - 9701 LADY COMFORT SANDALIA T/A 2022;9701 LADY COMFORT SANDALIA T/A 2022 NEGRO 37;LADY COMFORT
1,00;;498,08;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.894,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;BLOWER S.A.;7.589,00;CLASICO;28/02/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;VEHICULOS DE JUGUETE;CAMIONES;;644183 - BL6605/7340 BLOWER CAMION VOLQUETE 2022;BL6605/7340 BLOWER CAMION VOLQUETE 2022 VARIOS UNICO;BLOWER
1,00;MIDING S.R.L.;22.299,01;CLASICO;28/02/2023;BLANCO;43;CALZADO;ZAPATILLAS;URBANAS;;641075 - TYLOR KEVINGSTON ZAPATILLA URB 2021;TYLOR KEVINGSTON ZAPATILLA URB 2021 BLANCO 43;KEVINGSTON
-1,00;CIRON S.A. (SAVAGE);-15.344,09;CLASICO;28/02/2023;BLANCO;38;CALZADO;ZAPATILLAS;URBANAS;;642484 - LR 40 SAVAGE ZAPATILLA URB 2022;LR 40 SAVAGE ZAPATILLA URB 2022 BLANCO 38;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.930,10;CLASICO;28/02/2023;NEGRO/PLATA;37;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;642535 - 1380/108/23769 VIZZANO ZAPATILLA URB 2022;1380/108/23769 VIZZANO ZAPATILLA URB 2022 NEGRO/PLATA 37;VIZZANO
1,00;GRIMOLDI S.A.;25.849,00;CLASICO;28/02/2023;BLANCO;37;CALZADO;ZAPATILLAS;URBANAS;;642908 - HARTFORD HUSH PUPPIES ZAPATILLA URB 2022;HARTFORD HUSH PUPPIES ZAPATILLA URB 2022 BLANCO 37;HUSH PUPPIES
1,00;;1.099,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.929,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
-1,00;INDUSTRIAS VERSATO S.A.(VERSATO);-5.337,27;VERANO MODA;28/02/2023;NEGRO/CHAROL;37;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;AC-5501298 - 5435/412 MOLECA CHINELA 2019;5435/412 MOLECA CHINELA 2019 NEGRO/CHAROL 37;MOLECA
1,00;GONZALEZ ESTEBAN CARLOS (INTREPIDAS);3.212,22;VERANO MODA;28/02/2023;BLANCO;40;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023|DISCONTINUOS OFERTAS VERANO ;629041 - FULTIC/P INTREPIDA CHINELA 2020;FULTIC/P INTREPIDA CHINELA 2020 BLANCO 40;INTREPIDAS SHOES
1,00;INDUMENTARIA PAMPEANA S.A.;13.124,00;CLASICO;28/02/2023;BLANCO/ROJO;36;CALZADO;BOTINES;BOTINES F5;;641232 - SAKKA86 KIOSHI BOTIN F5 2021;SAKKA86 KIOSHI BOTIN F5 2021 BLANCO/ROJO 36;KIOSHI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.509,07;VERANO MODA;28/02/2023;NUDE;40;CALZADO;ZUECOS;ZUECOS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644018 - 8453/218/24614 BEIRA RIO ZUECO T/B 2022;8453/218/24614 BEIRA RIO ZUECO T/B 2022 NUDE 40;BEIRA RIO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.661,70;VERANO MODA;28/02/2023;PLATA;40;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;AC-5522207 - 6210/655 VIZZANO SANDALIA 2019;6210/655 VIZZANO SANDALIA 2019 PLATA 40;VIZZANO
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;28/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;;1.394,98;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.774,99;CLASICO;28/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;VICBOR S.R.L.;9.404,10;CLASICO;28/02/2023;BEIGE;38;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630158 - 046 WAKE ZAPATILLA DEP 2021;046 WAKE ZAPATILLA DEP 2021 BEIGE 38;WAKE
